19	4	11
10	4	4
12	4	8
30	6	24
12	4	8
11	2	8
11	3	8
13	4	9
11	4	7
10	4	6
15	5	10
28	7	21
27	9	18
30	10	18
24	11	12
24	12	12
25	10	15
24	12	12
23	7	16
22	6	16
20	7	12
22	8	11
22	8	12
28	10	17
18	8	9
17	8	9
14	5	9
15	4	10
15	5	10
12	5	7
22	5	17
28	7	21
35	7	28
20	5	15
19	3	15
19	8	11
16	6	10
14	5	9
11	4	7
11	5	6
15	6	9
11	3	8
20	10	10
12	3	9
12	2	9
12	6	6
10	3	7
12	6	6
12	6	6
12	6	6
12	6	6
11	5	6
10	2	8
18	9	9
11	3	8
11	3	8
11	3	8
11	3	8
11	3	8
11	3	8
11	5	6
11	5	6
12	5	7
12	6	6
12	6	6
12	6	6
12	6	6
12	6	6
12	6	6
12	6	6
10	2	8
10	3	7
10	3	7
17	5	12
26	11	15
10	3	7
10	3	7
20	6	14
10	4	6
10	2	8
15	4	11
22	11	11
24	8	16
12	3	9
10	3	7
21	6	15
20	10	10
29	13	16
15	6	9
17	5	12
21	6	15
14	3	11
16	8	8
10	2	8
14	5	8
11	5	6
10	2	8
11	4	7
10	3	6
11	3	8
13	4	9
12	6	6
10	2	8
12	3	9
15	4	11
14	4	10
18	9	9
10	4	6
10	3	7
10	3	7
10	4	5
10	4	6
10	4	6
14	6	7
13	3	10
13	3	10
10	5	5
10	3	7
10	5	5
10	5	5
10	5	5
11	5	5
11	5	6
13	3	10
13	3	10
10	4	6
10	2	8
12	4	8
12	4	8
20	5	15
20	5	15
20	8	12
22	5	16
21	6	12
23	7	16
12	5	7
10	5	5
12	5	7
11	5	6
10	4	6
10	4	6
11	4	7
10	4	6
12	5	7
12	5	7
10	4	6
11	3	8
12	4	8
10	4	6
11	4	7
12	4	7
12	5	7
11	4	7
15	5	10
22	8	14
20	9	11
18	9	9
18	9	9
19	9	10
19	9	10
19	9	10
18	9	9
18	9	9
18	9	9
26	12	13
11	4	7
11	3	8
11	3	8
13	3	10
10	3	7
16	6	10
17	5	12
12	4	8
15	7	8
18	6	12
13	3	10
10	2	8
11	3	8
11	2	8
10	2	8
10	2	8
10	2	8
10	2	8
10	2	8
12	6	6
13	5	8
15	4	11
16	8	8
13	5	8
11	5	6
15	5	10
11	3	8
15	6	8
15	5	10
10	5	5
13	4	9
13	5	8
12	5	7
20	10	10
22	11	11
20	10	10
15	3	12
15	3	12
30	13	15
28	6	22
18	7	9
22	5	17
22	6	16
30	12	18
28	14	14
30	10	20
28	7	21
24	5	19
15	5	10
16	6	10
16	6	10
15	5	9
20	5	15
20	9	11
16	6	10
10	4	6
11	3	8
11	3	8
10	2	8
10	3	7
10	4	6
15	6	9
15	3	12
12	6	6
11	5	6
22	11	11
10	3	7
11	3	8
11	3	8
11	3	8
11	3	8
12	4	8
12	3	9
11	4	7
10	5	5
11	3	8
12	4	8
12	4	8
11	4	7
10	4	6
10	2	8
10	2	8
12	4	8
11	5	6
16	8	8
10	2	8
14	7	7
10	2	8
12	6	6
10	4	6
10	4	5
10	4	6
10	4	6
15	6	9
20	9	11
20	9	11
16	8	8
10	4	6
11	4	7
10	3	7
10	3	7
10	3	7
10	4	6
12	6	6
10	3	7
11	3	8
12	4	8
12	4	8
13	4	9
13	5	8
10	2	8
11	5	6
10	2	8
10	4	6
15	5	10
14	5	9
14	5	9
14	5	9
13	5	8
10	4	6
10	4	6
10	2	8
15	7	8
15	7	8
17	8	9
11	5	6
14	5	9
12	3	9
12	3	9
11	2	8
16	5	11
10	2	8
12	5	7
10	4	6
10	3	7
10	2	8
10	3	7
11	4	7
12	4	8
10	4	6
22	10	12
11	5	6
14	4	10
16	7	9
14	5	9
10	4	6
10	3	7
10	3	7
10	3	7
10	3	7
10	3	7
10	3	7
10	3	7
13	5	8
11	4	6
10	3	7
11	3	7
10	3	7
11	4	7
19	9	10
14	7	7
11	4	7
11	4	7
11	4	7
11	4	7
11	4	7
11	4	7
10	2	8
12	5	7
10	5	5
14	5	9
10	3	7
20	9	11
12	6	6
11	3	8
16	6	10
11	3	8
14	5	9
10	5	5
13	2	10
12	6	6
13	4	8
14	7	7
14	7	7
14	7	7
12	6	6
10	2	8
10	2	8
12	5	7
11	5	6
11	5	6
13	5	7
19	8	11
20	5	14
10	2	8
14	6	7
10	2	8
15	6	9
12	4	8
12	4	8
12	6	6
15	5	10
15	5	10
12	5	7
12	6	6
10	4	6
16	6	10
12	5	7
11	4	7
10	2	8
10	2	8
10	4	6
10	4	6
11	4	7
10	2	8
11	5	6
12	6	6
10	2	8
10	4	6
11	5	6
10	3	7
11	4	7
12	6	6
12	3	9
12	3	9
10	4	6
10	3	7
11	5	6
15	5	10
11	3	8
10	2	8
10	2	8
10	3	7
10	2	8
10	4	6
13	4	9
10	4	6
10	3	7
10	4	6
11	4	7
10	3	7
15	4	11
10	2	8
10	2	8
10	3	7
10	4	6
10	2	8
15	6	9
12	5	7
12	5	7
12	5	7
12	5	7
12	5	7
12	5	7
12	5	7
10	4	6
11	4	7
10	4	6
10	2	8
11	5	5
11	4	7
10	3	7
10	4	6
11	4	7
11	4	7
10	2	8
16	4	12
25	5	19
25	10	15
20	9	11
24	10	13
25	9	16
25	9	16
24	5	19
29	11	17
26	8	18
21	6	15
21	6	15
21	8	13
19	8	10
12	6	6
12	6	6
10	4	6
10	3	7
10	2	8
10	3	6
11	3	8
14	3	11
14	3	11
10	2	7
10	2	8
10	2	8
10	2	8
10	2	8
11	3	8
12	5	5
10	4	6
10	5	5
11	4	7
11	4	7
12	6	6
10	4	6
10	4	6
10	4	6
12	4	8
11	3	8
12	5	7
11	4	7
10	5	5
10	4	6
10	4	6
10	4	6
12	3	9
11	5	6
11	5	6
11	5	6
11	5	6
11	5	6
11	5	6
11	5	5
11	5	6
13	3	10
10	2	8
13	4	9
12	5	7
11	5	6
11	5	6
12	5	7
13	4	9
11	3	8
12	4	8
12	4	7
12	4	8
12	4	8
14	7	7
14	7	7
14	7	7
11	5	6
12	6	6
12	5	7
11	3	8
11	4	7
33	15	18
33	15	18
42	19	23
24	6	18
19	8	11
23	7	16
23	7	16
10	2	8
11	3	8
11	4	7
11	4	7
11	4	7
11	4	7
11	4	7
10	4	6
10	2	8
10	2	8
10	4	6
11	4	7
10	4	5
11	4	7
11	4	7
16	5	11
15	6	9
16	6	10
22	6	16
16	6	10
15	6	9
10	4	5
10	5	5
10	4	6
11	3	8
12	4	8
12	4	8
12	4	8
12	4	8
12	4	8
12	4	8
10	4	6
10	4	6
15	6	9
10	2	8
10	2	8
10	2	8
10	2	8
10	2	8
10	4	6
10	2	8
10	4	6
11	5	6
12	4	8
10	2	8
10	2	8
11	4	7
15	3	12
10	4	6
14	5	9
11	3	8
10	5	5
11	5	6
11	5	6
11	3	8
10	5	5
10	4	6
10	4	6
11	3	8
12	4	8
12	4	8
11	5	6
11	4	7
12	4	7
10	4	6
10	4	6
10	5	5
10	4	6
12	6	6
10	5	5
10	5	5
10	4	6
12	4	8
10	5	5
16	8	8
18	9	9
11	4	7
12	4	8
12	4	8
10	4	6
10	4	6
10	4	6
10	4	6
10	4	6
10	4	6
10	4	6
10	4	6
10	4	6
10	4	6
10	4	6
10	4	6
10	3	7
11	3	8
11	3	8
12	4	8
13	3	10
10	3	7
14	2	11
10	2	8
10	4	6
11	5	6
15	4	11
12	3	9
12	5	6
11	4	7
10	2	8
13	3	10
10	3	7
12	5	7
10	5	5
15	4	11
14	3	11
14	5	9
10	4	6
10	4	6
10	2	8
11	5	6
11	4	7
16	6	10
16	6	10
14	7	7
13	4	8
13	4	9
12	4	8
12	4	8
10	4	6
10	5	5
10	5	5
10	4	6
15	5	10
10	2	8
11	4	7
15	5	10
13	4	9
14	7	7
13	5	8
10	2	8
10	4	6
10	3	7
11	4	7
10	2	7
10	2	8
10	5	5
10	4	6
10	4	6
11	4	7
11	4	7
11	4	7
10	3	7
10	3	7
12	5	6
16	8	8
15	6	9
13	5	8
12	3	9
12	3	9
10	2	8
11	5	6
10	2	8
10	2	8
10	2	8
15	5	10
13	5	8
12	4	8
11	4	7
11	4	7
11	3	8
10	3	6
14	7	7
10	5	5
12	6	6
10	3	7
11	4	7
11	3	8
11	5	6
11	5	6
11	5	6
11	5	6
11	5	6
11	5	6
11	5	6
11	5	6
11	5	6
11	4	7
10	3	6
10	2	8
10	2	8
12	4	8
10	4	6
16	6	10
20	5	15
12	6	6
10	4	6
10	5	5
12	5	7
11	5	6
11	5	6
10	4	6
10	2	8
11	4	7
12	5	7
11	3	8
11	3	7
14	5	9
24	12	12
24	6	18
12	4	8
20	8	12
20	8	12
15	5	10
15	5	10
16	4	12
16	6	10
15	3	12
10	2	8
10	2	8
10	2	8
10	2	8
10	2	7
10	2	7
10	2	8
10	2	8
10	2	8
10	2	8
12	5	7
11	5	6
11	4	7
11	4	7
10	2	8
11	4	7
11	4	7
11	4	7
12	5	7
11	3	8
12	5	7
22	6	16
24	8	16
12	4	7
19	7	12
20	5	15
20	5	15
20	7	12
22	10	12
24	4	18
15	3	12
14	3	11
14	3	11
27	12	15
28	13	15
15	4	11
22	6	16
24	10	14
24	8	16
29	13	16
31	13	17
13	5	8
17	5	12
20	9	11
20	8	12
25	10	14
27	9	18
28	8	20
17	3	13
20	5	15
16	6	10
24	11	12
14	3	11
15	5	10
15	6	9
20	5	15
17	8	9
12	3	9
12	3	9
12	3	9
12	3	9
26	7	19
24	6	17
11	4	7
11	3	8
11	3	8
11	5	6
16	8	8
16	8	8
12	4	8
13	3	10
11	4	7
11	4	7
11	4	7
11	4	7
11	4	7
11	4	7
11	4	7
11	4	7
11	4	7
11	4	7
11	4	7
11	4	7
10	3	7
11	4	7
10	3	7
13	4	9
14	4	10
12	4	8
18	6	12
12	4	8
11	4	6
12	6	6
10	5	5
10	5	5
10	5	5
10	4	6
10	3	6
11	5	6
14	5	9
12	6	6
15	6	9
15	6	9
10	3	6
11	5	6
11	5	6
11	5	6
12	6	6
12	6	6
12	6	6
12	6	6
12	6	6
12	5	7
10	2	8
10	4	6
10	4	6
10	2	8
10	2	7
10	5	5
10	5	5
14	5	9
12	4	8
10	5	5
13	4	9
15	5	10
18	9	9
18	9	9
19	8	11
14	7	7
12	6	6
10	2	8
10	5	5
11	5	6
11	4	7
12	2	9
10	2	7
12	5	7
10	2	8
12	2	9
14	5	8
10	2	8
14	7	7
15	5	10
14	5	9
12	5	7
11	4	7
11	4	7
11	4	7
18	6	12
22	4	17
23	6	16
11	4	7
28	10	18
10	5	5
12	4	8
11	5	6
11	4	7
10	2	8
20	7	12
30	14	16
28	14	14
24	12	12
20	4	16
18	9	9
14	5	9
30	6	24
29	13	16
26	12	13
29	13	16
31	14	17
25	10	15
10	2	8
14	5	9
13	4	9
10	2	8
10	2	8
12	6	6
11	4	7
11	4	7
10	4	6
11	3	8
11	3	8
11	3	8
11	3	8
11	3	8
15	5	10
18	5	12
20	6	14
12	6	6
16	6	10
16	6	10
15	6	9
11	5	6
14	5	9
10	3	7
11	3	8
10	3	7
10	2	8
11	3	8
10	4	6
11	5	6
14	7	7
14	5	9
10	4	6
10	4	6
11	5	6
15	4	11
11	4	7
10	5	5
12	3	9
13	5	8
10	4	6
10	4	6
12	5	6
16	7	9
10	4	6
10	5	5
10	5	5
10	3	7
12	5	7
10	5	5
10	5	5
12	4	8
18	9	9
16	4	12
15	3	12
10	2	8
10	3	7
14	7	7
22	10	12
22	10	12
16	7	9
10	5	5
12	5	6
12	5	6
10	5	5
10	5	5
10	3	7
14	7	7
10	4	6
10	4	6
11	4	6
11	3	8
12	3	9
14	5	9
11	5	6
16	8	8
11	4	7
14	7	7
12	4	8
10	4	6
15	3	12
11	4	7
14	3	11
10	2	8
10	5	5
11	5	6
10	4	6
10	2	8
11	5	6
15	4	11
11	2	8
13	3	10
15	4	11
