20	4	16
29	6	23
22	6	16
15	6	9
15	6	9
16	7	9
14	5	9
14	5	9
22	8	14
22	8	14
22	8	14
21	7	14
15	4	11
16	4	12
15	5	10
11	3	8
40	13	27
18	6	12
11	3	8
10	2	8
17	8	9
22	10	12
23	11	12
31	13	18
16	7	9
16	7	9
16	4	12
16	4	12
24	8	16
25	8	17
24	8	16
23	7	16
29	8	21
28	7	21
30	10	20
34	17	17
42	15	27
58	17	41
45	19	26
40	8	32
40	8	32
41	8	33
24	8	16
24	8	16
22	8	14
22	8	14
21	8	13
21	8	13
21	8	13
20	8	12
20	8	12
19	8	11
18	8	10
18	8	10
18	8	10
18	8	9
18	8	10
19	8	11
45	13	32
42	13	29
35	15	20
21	9	12
21	9	12
20	8	12
33	15	18
25	12	13
20	4	16
28	10	18
34	17	17
15	7	8
14	4	10
14	7	7
16	8	8
20	8	12
20	8	12
20	8	12
34	16	18
30	15	15
30	9	21
26	10	16
20	8	12
24	8	16
25	12	13
36	16	20
37	17	20
25	11	14
24	11	13
15	6	9
15	6	9
15	6	9
15	6	9
15	6	9
26	8	18
11	4	7
10	2	8
10	5	5
13	5	8
10	4	6
10	4	6
10	3	7
15	4	11
12	6	6
11	5	6
12	5	7
22	10	12
21	9	12
26	11	15
16	6	10
12	4	8
26	10	16
14	4	10
15	7	8
14	5	9
17	5	12
11	5	6
15	5	10
15	7	8
14	5	9
14	5	9
29	14	15
11	3	7
14	5	9
15	3	12
15	3	12
18	9	9
35	14	21
34	15	19
46	22	24
52	25	27
60	27	33
34	17	17
53	24	29
50	24	26
47	20	27
36	11	25
16	4	12
22	6	16
15	6	9
11	5	6
20	9	11
20	9	11
24	12	12
19	8	11
15	6	9
15	7	8
15	6	9
15	6	9
12	6	6
12	4	8
10	4	6
12	6	6
18	4	14
19	4	15
20	10	10
20	9	10
20	10	10
20	6	14
11	3	8
11	3	8
15	3	12
16	8	8
19	8	10
16	4	12
16	4	12
16	4	12
15	4	10
16	8	8
10	4	6
12	6	6
12	6	6
20	10	10
16	8	8
14	7	7
14	5	9
14	5	9
13	4	9
12	3	9
10	4	6
10	4	6
10	4	6
18	9	9
15	5	10
16	6	10
18	8	10
11	4	7
11	4	7
11	5	6
13	6	6
18	6	12
12	4	8
10	2	8
10	4	6
14	7	7
14	7	7
12	4	8
13	6	7
12	4	8
12	4	8
11	4	7
20	9	11
10	2	8
10	2	8
10	2	8
10	2	8
10	2	8
10	2	8
10	2	8
10	2	8
10	2	8
10	2	8
10	2	8
10	2	8
10	2	8
10	2	8
10	2	8
10	2	8
10	2	8
10	2	8
12	5	7
16	7	9
15	6	9
26	13	13
24	12	12
19	7	12
11	4	7
12	5	7
12	4	8
17	8	9
22	10	12
14	7	7
13	4	9
13	4	9
11	3	8
11	3	8
11	3	8
10	3	7
14	7	7
16	7	9
13	3	10
13	3	10
15	3	12
15	4	11
15	5	10
11	3	8
10	3	7
18	6	12
19	9	10
27	12	15
27	9	18
27	9	18
25	9	16
24	9	15
19	9	10
17	5	12
30	12	18
32	14	17
30	12	18
31	12	18
22	5	16
17	5	12
17	5	12
11	4	7
10	5	5
17	8	9
15	7	8
14	5	9
13	6	7
14	7	7
17	8	9
14	4	10
15	5	10
15	6	9
15	7	8
14	6	8
18	6	12
19	7	12
11	5	6
11	5	6
11	5	6
12	4	8
16	7	9
24	10	14
20	9	11
20	10	10
25	11	14
13	4	9
13	4	9
25	10	15
11	3	8
11	3	8
11	3	8
10	3	7
10	3	7
10	3	7
10	3	7
10	3	7
10	3	7
12	6	6
16	8	8
13	6	7
20	9	11
21	7	14
16	6	10
19	8	11
19	8	11
12	4	8
12	4	8
12	4	8
18	7	9
20	9	11
25	9	16
21	9	12
12	5	7
20	10	10
30	15	15
40	17	23
33	16	17
14	5	9
19	9	10
10	2	8
14	7	7
24	8	16
26	12	14
26	12	14
37	16	21
10	2	7
10	2	8
12	4	8
12	6	6
13	6	7
11	5	6
33	10	23
33	7	26
35	11	24
28	6	22
29	6	23
32	15	17
19	4	15
20	6	14
20	8	12
25	10	15
20	8	12
24	8	16
11	3	8
15	4	11
15	5	10
17	4	13
16	5	11
12	4	8
12	4	8
20	4	16
20	4	16
20	4	16
20	4	16
20	4	16
14	3	11
10	4	6
12	3	9
10	2	8
11	3	8
14	7	7
24	6	18
10	2	8
27	9	18
32	16	16
25	12	13
22	11	11
22	10	11
12	5	7
11	5	6
22	5	17
25	9	16
17	8	9
22	6	16
22	10	12
21	8	13
15	4	11
14	3	11
14	3	11
12	3	9
11	3	8
11	3	8
11	3	8
10	3	7
10	3	7
10	3	7
10	3	7
18	6	12
20	8	12
15	5	10
16	5	11
14	5	9
14	5	9
13	5	8
13	5	8
13	5	8
14	5	9
14	5	9
14	5	8
16	5	11
16	5	11
16	5	11
21	6	15
20	6	14
19	8	11
19	8	11
33	14	19
21	10	11
22	10	12
19	7	12
19	7	12
27	12	15
15	7	8
20	8	12
20	9	11
20	9	11
20	9	10
20	9	11
20	9	11
21	9	12
15	5	10
11	3	8
11	3	8
11	3	8
11	3	8
11	3	8
11	3	8
12	3	9
12	3	9
11	3	8
11	3	8
11	3	8
11	3	8
19	7	12
20	10	10
14	5	9
17	8	9
16	8	8
12	3	9
19	9	10
24	8	16
24	8	16
24	8	16
24	8	16
24	8	16
23	7	16
22	8	14
17	8	9
29	11	18
26	13	13
18	8	10
10	2	8
10	2	8
10	2	8
12	4	8
11	5	6
14	4	10
14	4	10
24	12	12
26	11	15
20	8	12
26	12	14
25	10	15
19	9	10
18	9	9
18	6	12
15	6	7
25	11	14
20	9	11
21	8	13
21	7	14
14	4	10
12	3	8
12	3	9
12	4	8
12	4	8
10	2	8
10	2	8
10	5	5
10	5	5
10	5	5
10	5	5
10	2	8
11	3	8
10	5	5
10	5	5
15	7	8
15	7	8
15	7	8
20	9	11
16	5	11
20	10	10
19	8	11
14	5	9
14	5	9
15	5	10
15	5	10
15	5	10
15	5	10
15	5	10
16	5	11
23	11	12
27	12	15
24	12	12
19	4	15
19	4	15
19	4	15
19	4	15
19	4	15
24	12	12
25	10	15
22	8	14
20	8	12
20	6	14
20	8	12
15	5	10
15	5	10
13	5	8
13	5	8
13	5	8
18	9	9
15	3	12
16	8	8
19	9	10
14	5	9
15	5	10
18	8	10
29	9	20
27	12	15
30	10	20
26	11	15
30	14	16
26	7	19
22	6	16
12	6	6
12	6	6
16	5	11
14	7	7
14	7	7
14	7	7
16	8	8
10	3	6
11	5	6
15	4	11
15	4	11
16	7	9
19	9	10
11	4	7
15	5	10
10	5	5
21	8	13
24	12	12
31	13	18
29	13	16
31	14	17
30	12	18
17	7	9
19	7	12
14	5	9
21	8	13
23	10	13
27	12	15
19	9	10
24	10	14
22	11	11
14	6	8
18	9	9
22	10	12
24	10	14
23	10	13
23	10	13
16	8	8
16	8	8
10	5	5
11	5	6
14	7	7
12	5	7
12	5	6
12	5	6
12	5	7
13	5	8
11	5	6
13	3	9
